|about|category|category_list|company_overview|description|emails|engagement|fan_count|general_info|id|is_permanently_closed|link|mission|name|phone|single_line_address|username|website|founded|hours|location|verification_status|birthday|privacy_info_url
138||First Aid Class|[{'id': '185032388204011', 'name': 'First Aid Class'}]||||{'count': 4, 'social_sentence': '4 people like this.'}|4.0||467482470065567|0.0|https://www.facebook.com/pages/Rode-Kruis-Landgraaf/467482470065567||Rode Kruis Landgraaf||6371 AS Landgraaf||||||||
139|Rode Kruis Tilburg is een afdeling van Het Rode Kruis, een hulporganisatie op het gebied van noodhulp, zelfredzaamheid en EHBO / Eerste hulp.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]|"Het Rode Kruis is ontstaan uit het verlangen hulp te bieden, zonder onderscheid. Overal ter wereld handelt de organisatie volgens dezelfde zeven grondbeginselen:

•Menslievendheid
•Onpartijdigheid
•Neutraliteit
•Onafhankelijkheid
•Vrijwilligheid
•Eenheid
•Algemeenheid

Voor ons betekenen deze grondbeginselen dat ieder mens recht heeft op respect en waardigheid. Dat mensen in de grootste nood als eerste moeten worden geholpen. Dat hun geloof, nationaliteit, ras, afkomst of politieke mening hierbij niet ter zake doet. Dat we geen partij kiezen in conflicten behalve die van de slachtoffers. Dat we ons niet laten leiden door overheden en hún voor- of afkeuren. Dat we onze hulp professioneel voorbereiden maar vrijwillig bieden. Dat we wereldwijd een beweging van Rode Kruis en Rode Halve Maan organisaties vormen die elkaar helpen en bijstaan op basis van gelijkwaardigheid."|"In Tilburg:

- Eerste Hulp
- Maatschappelijke Stage
- Noodhulp
- Op zoek naar familie
- Sociale Hulp
- Rode Kruis Tocht

Het biketeam van Rode Kruis Tilburg verleent Eerste hulp op de fiets. De bikers zijn getraind door politiebikers en gaan 2x per jaar op herhalingsles. "|['info@rodekruistilburg.nl']|{'count': 379, 'social_sentence': '379 people like this.'}|379.0|"Algemene Informatie

Rode Kruis Tilburg helpt mensen in nood, wie ze ook zijn en waar ze ook zijn. De afdeling telt ruim 200 vrijwilligers.

Kantoor: maandag t/m vrijdag 13.30 -16.30 uur"|261639383982333|0.0|https://www.facebook.com/RodeKruisTocht/|Onze missie is het voorkomen en verzachten van menselijk lijden waar dan ook, het beschermen van levens en gezondheid en het waarborgen van respect voor ieder persoon, in het bijzonder tijdens gewapende conflicten en andere noodsituaties. Hiervoor mobiliseren we de kracht van menslievendheid en solidariteit: we brengen vrijwillige hulpverleners en donoren samen met mensen in nood en geven zo invulling aan de verantwoordelijkheid van ons allemaal om anderen te helpen.|Rode Kruis Tocht Langs de Leij|013 5425163|Leonard van Vechelstraat 2, 5014 HD Tilburg (gemeente)|RodeKruisTocht|http://www.rodekruiswandeltocht.nl/|||||01/01/1910|
140||Hospital|[{'id': '133152263416981', 'name': 'Hospital'}]||||{'count': 1, 'social_sentence': 'One person likes this.'}|1.0||1054507754758463|0.0|https://www.facebook.com/pages/Rode-Kruis-Ziekenhuis/1054507754758463||Rode Kruis Ziekenhuis|+31251265555|Beverwijk||||||||
141|Het officiële Facebook account van het Rode Kruis, afdeling: Uithoorn en de Kwakel - district Amstelland.|Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||||{'count': 22, 'social_sentence': '22 people like this.'}|22.0||1101796839831741|0.0|https://www.facebook.com/rodekruisuithoorn/||Rode Kruis Uithoorn en de Kwakel|0297 564 834|Achterberglaan 63, 1422 CX Uithoorn|rodekruisuithoorn|http://www.rodekruis.nl/afdeling/uithoorn||||||
142||Safety & First Aid Service|[{'id': '181679458534697', 'name': 'Safety & First Aid Service'}]||||{'count': 1, 'social_sentence': 'One person likes this.'}|1.0||699937740140359|0.0|https://www.facebook.com/pages/Rode-Kruis-Drachten/699937740140359||Rode Kruis Drachten||De Geeuw 31, Drachten||||||||
143||Community Organization|[{'id': '152880021441864', 'name': 'Community Organization'}]||||{'count': 3, 'social_sentence': '3 people like this.'}|3.0||1954690588160521|0.0|https://www.facebook.com/pages/Stichting-Nationale-Rode-Kruis-Bloesemtocht/1954690588160521||Stichting Nationale Rode Kruis Bloesemtocht||41 De Bouwing, 4191 TV Geldermalsen||||||||
144|Telefoon Cirkel: bellen of gebeld worden.|Local Service|[{'id': '1758418281071392', 'name': 'Local Service'}]|||['karinelders@hotmail.com']|{'count': 88, 'social_sentence': '88 people like this.'}|88.0||2280033268989511|0.0|https://www.facebook.com/Rode-Kruis-Telefooncirkel-De-Wolden-omstreken-2280033268989511/||Rode Kruis: Telefooncirkel De Wolden & omstreken|0646138205|||||||||
145||Doctor|[{'id': '188234584533149', 'name': 'Doctor'}]||||{'count': 1, 'social_sentence': 'One person likes this.'}|1.0||2008089806119601|0.0|https://www.facebook.com/Rode-Kruis-delfzijl-2008089806119601/||Rode Kruis delfzijl|0622367436|Rode Kruis delfzijl, Delfzijl||||||||
146||Local Business|[{'id': '2500', 'name': 'Local Business'}]||||{'count': 2, 'social_sentence': '2 people like this.'}|2.0||332522630154177|0.0|https://www.facebook.com/pages/Voedselbank-Bij-Het-Rode-Kruis/332522630154177||Voedselbank Bij Het Rode Kruis|+31302520134|Koningsweg 2, Utrecht (stad)||||{'mon_1_open': '09:00', 'mon_1_close': '17:00', 'tue_1_open': '09:00', 'tue_1_close': '17:00', 'wed_1_open': '09:00', 'wed_1_close': '17:00', 'thu_1_open': '09:00', 'thu_1_close': '17:00', 'fri_1_open': '09:00', 'fri_1_close': '17:00'}||||
147||Medical Center|[{'id': '228143393877753', 'name': 'Medical Center'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||558905364554705|0.0|https://www.facebook.com/pages/Rode-Kruis-Vereniging/558905364554705||Rode Kruis Vereniging||Willem van Konijnenburglaan, Eindhoven||||||||
148||Medical Center|[{'id': '228143393877753', 'name': 'Medical Center'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||642240152858862|0.0|https://www.facebook.com/pages/Rode-Kruis-Kermispost/642240152858862||Rode Kruis Kermispost||5801 BR Venray (gemeente)||||||||
149||Nonprofit Organization|[{'id': '2603', 'name': 'Nonprofit Organization'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||281017075858134|0.0|https://www.facebook.com/pages/Het-Rode-Kruis/281017075858134||Het Rode Kruis|+31704455678|Leeghwaterplein 27, 2521 CV Den Haag||http://www.rodekruis.nl/||||||
150||Medical Center|[{'id': '228143393877753', 'name': 'Medical Center'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||997108170474122|0.0|https://www.facebook.com/pages/Rode-Kruis-het-Maasland/997108170474122||Rode Kruis het Maasland||Kromstraat, Oss||||||||
151||Medical Center|[{'id': '228143393877753', 'name': 'Medical Center'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||282638739244806|0.0|https://www.facebook.com/pages/Het-Nederlandse-Rode-Kruis-afdeling-Heerlen-eo/282638739244806||Het Nederlandse Rode Kruis afdeling Heerlen e.o.||Beersdalweg 93, Heerlen||||||||
152||Medical School|[{'id': '190153097675457', 'name': 'Medical School'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||2018969118219960|0.0|https://www.facebook.com/pages/Rode-Kruis-Den-Bosch/2018969118219960||Rode Kruis Den Bosch||Oude Dieze 16, 's-Hertogenbosch||||||||
154||Medical Center|[{'id': '228143393877753', 'name': 'Medical Center'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||2188115268067608|0.0|https://www.facebook.com/pages/Het-Nederlandse-Rode-Kruis-Verbindingsdienst/2188115268067608||Het Nederlandse Rode Kruis Verbindingsdienst||Molengriendweg, Roermond||||||||
155||Local Business|[{'id': '2500', 'name': 'Local Business'}]||||{'count': 0, 'social_sentence': 'Be the first of your friends to like this.'}|0.0||394212368010078|0.0|https://www.facebook.com/pages/Het-Nederlandse-Rode-Kruis/394212368010078||Het Nederlandse Rode Kruis||Leeuwenstraat 4 - 11, Rotterdam||||||||
